,timestamp,context1,context2,context3,context4,context5,context6,drawn_article,reward,article1,article2,article3,article4,article5,article6,article7,article8,article9,article10,article11,article12,article13,article14,article15,article16,article17,article18,article19,article20,article21,propensity_score
3739,1241163600,1.0,0.00059,9e-06,0.000391,0.000796,0.9982139999999999,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3741,1241164500,1.0,6.2e-05,2e-06,3.7e-05,0.000103,0.9997959999999999,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3744,1241164500,1.0,0.10116900000000001,0.818914,0.0019440000000000002,0.077789,0.000183,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3756,1241162700,1.0,0.07886599999999999,0.005499,0.023485,0.08611100000000001,0.8060390000000001,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3759,1241163600,1.0,0.008714,0.018182,9e-05,0.013006,0.9600069999999999,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3762,1241165100,1.0,0.182116,0.631727,0.00263,0.18257,0.0009570000000000001,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3766,1241161200,1.0,0.0011539999999999999,9.9e-05,9e-06,5.7999999999999994e-05,0.9986799999999999,17,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3772,1241164800,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3775,1241163000,1.0,0.39476100000000003,0.560945,0.0044020000000000005,0.039757,0.000134,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3776,1241163600,1.0,0.010183,0.010618,0.009276000000000001,0.969407,0.000517,28,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3777,1241164200,1.0,0.157867,0.8302879999999999,0.000106,0.011720999999999999,1.8e-05,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3778,1241161500,1.0,5.3e-05,1e-06,1.7e-05,3.3e-05,0.9998969999999999,13,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3781,1241161500,1.0,0.273997,0.00303,0.5818939999999999,0.140978,0.000101,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3784,1241164500,1.0,0.559304,0.08835900000000001,0.057209,0.290563,0.004566,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3788,1241162700,1.0,0.078078,0.0023769999999999998,0.468807,0.449981,0.000758,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3790,1241163600,1.0,0.066467,0.002071,0.019886,0.007725,0.9038510000000001,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3802,1241165400,1.0,0.057740999999999994,0.002299,0.005651,0.025442,0.908866,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3806,1241163000,1.0,0.23025,0.060871,0.16109400000000001,0.547535,0.00025,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3807,1241164800,1.0,0.553029,0.045877,0.09412899999999999,0.291508,0.015456999999999999,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3810,1241163900,1.0,0.050568,0.006753,0.19958,0.742799,0.0003,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3812,1241163600,1.0,0.000154,2e-06,7.4e-05,0.00015,0.9996200000000001,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3813,1241161800,1.0,0.161152,0.08027000000000001,0.189024,0.5695399999999999,1.4000000000000001e-05,11,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3817,1241165100,1.0,0.007367,0.000147,0.000814,0.001398,0.990274,19,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3821,1241162700,1.0,0.340381,0.187328,0.011954000000000001,0.13894600000000001,0.321392,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3822,1241164800,1.0,0.014008000000000001,1e-05,0.959866,0.025958,0.00015900000000000002,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3826,1241161500,1.0,0.821468,0.07723200000000001,0.033530000000000004,0.067514,0.000256,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3830,1241161800,1.0,0.000648,1.3000000000000001e-05,0.00011899999999999999,0.000184,0.999036,25,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3833,1241164800,1.0,0.035108999999999994,0.5407930000000001,0.0005059999999999999,0.422332,0.001261,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3834,1241163300,1.0,0.00011899999999999999,6e-06,6e-06,1.6e-05,0.9998540000000001,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3835,1241162400,1.0,0.033460000000000004,0.00021099999999999998,0.701459,0.263718,0.0011539999999999999,19,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
3836,1241161200,1.0,0.216613,0.0031219999999999998,0.366115,0.412383,0.0017670000000000001,13,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3839,1241163000,1.0,0.000675,1e-06,0.0008410000000000001,2.5e-05,0.998459,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3841,1241164500,1.0,0.012147,0.000304,0.002709,0.007083,0.977758,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3842,1241162100,1.0,0.072098,0.030909,0.037074,0.857037,0.002882,30,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3843,1241164800,1.0,0.000677,5e-06,0.00014199999999999998,2.1e-05,0.9991549999999999,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3846,1241163900,1.0,0.024825999999999997,0.00101,0.009884,0.035776,0.9285040000000001,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3848,1241164200,1.0,4.3e-05,0.0,7e-05,5e-06,0.9998819999999999,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3849,1241165100,1.0,0.007387,0.0007509999999999999,0.008245,0.128217,0.8554,29,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3853,1241162100,1.0,0.101822,0.0006940000000000001,0.809769,0.087638,7.7e-05,18,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3856,1241161200,1.0,0.517223,0.04841,0.05684400000000001,0.36842199999999997,0.009101,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3857,1241162400,1.0,0.00029,7.000000000000003e-06,0.00015,0.00043200000000000004,0.9991200000000001,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
3862,1241163300,1.0,0.0073420000000000004,0.001545,0.0006799999999999999,0.016203,0.9742299999999999,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3863,1241163900,1.0,0.001405,1.3000000000000001e-05,0.000117,9.2e-05,0.9983719999999999,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3865,1241161800,1.0,0.761844,0.020054,0.083526,0.131434,0.0031420000000000003,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3868,1241161500,1.0,0.036974,0.001667,0.0046429999999999996,0.006155,0.9505610000000001,18,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3870,1241163900,1.0,0.034408,0.014141999999999997,0.011545999999999999,0.158135,0.78177,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3873,1241162100,1.0,0.664068,0.073064,0.041332,0.212738,0.008798,19,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3876,1241164200,1.0,0.023101,0.00020299999999999997,0.177201,0.041665,0.75783,29,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3878,1241161800,1.0,0.006925,0.000322,0.000135,0.001836,0.990783,13,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3879,1241161800,1.0,5.2000000000000004e-05,0.0,1.1e-05,1e-05,0.999927,11,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3882,1241162700,1.0,0.030839,0.003095,0.018368000000000002,0.117951,0.8297459999999999,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3889,1241161800,1.0,0.02241,0.577951,0.000665,0.39852,0.000455,28,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3892,1241165100,1.0,0.039288,0.047448000000000004,0.004528,0.42013,0.48860600000000004,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3898,1241165100,1.0,0.526199,0.016457,0.163052,0.28265999999999997,0.011632,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3900,1241163000,1.0,0.07657699999999999,0.91804,5.3e-05,0.005297,3.2e-05,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3902,1241163900,1.0,0.027489999999999997,0.33718899999999996,0.000521,0.31093899999999997,0.323862,23,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3903,1241163300,1.0,0.015541999999999999,5e-06,0.22495500000000002,0.001438,0.7580600000000001,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3905,1241162100,1.0,0.063606,0.000517,0.780782,0.155079,1.7e-05,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3908,1241162100,1.0,0.027229000000000003,0.0033799999999999998,0.000392,0.001934,0.967066,13,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3909,1241164500,1.0,0.4899810000000001,0.005182,0.42443000000000003,0.07926,0.001147,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3914,1241164800,1.0,0.199101,0.619106,0.002205,0.17655,0.003038,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3918,1241163900,1.0,0.01491,0.0010140000000000001,0.000909,0.002151,0.981017,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3920,1241163300,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3921,1241165100,1.0,0.013569,0.001114,0.00029,0.001484,0.9835430000000001,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3923,1241164800,1.0,0.000563,3e-06,0.030632,0.052103,0.9166989999999999,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3925,1241163600,1.0,0.66873,0.317397,0.002121,0.011142,0.00061,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3926,1241162400,1.0,0.177244,0.007117,0.319845,0.47663599999999995,0.019159,25,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
3934,1241161800,1.0,0.512506,0.115874,0.162487,0.208892,0.000241,25,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
3939,1241163900,1.0,0.022866,0.031373000000000005,0.0004969999999999999,0.059596,0.885667,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3941,1241164200,1.0,0.000349,4e-06,0.000175,0.00021600000000000002,0.9992559999999999,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3950,1241163000,1.0,0.011392,0.000336,0.020435,0.05065,0.9171860000000001,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3956,1241164200,1.0,0.659917,0.024145,0.078328,0.228577,0.009033,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3959,1241162400,1.0,0.010334999999999999,0.023621,3.5e-05,0.003855,0.9621540000000001,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
3960,1241161800,1.0,0.150249,0.000893,0.24655500000000002,0.06019500000000001,0.542108,25,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3963,1241162700,1.0,0.6269359999999999,0.059849,0.066951,0.24153899999999998,0.004725,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3967,1241161200,1.0,0.41713,0.11975699999999999,0.18076,0.282325,2.8000000000000013e-05,19,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3975,1241164200,1.0,0.0068579999999999995,1.3000000000000001e-05,0.027969,0.002226,0.962933,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3978,1241161500,1.0,0.004215999999999999,0.0073,2.1e-05,0.00099,0.987474,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
3979,1241165700,1.0,0.446183,0.201234,0.054074000000000004,0.29839,0.00011999999999999999,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3988,1241162700,1.0,0.016988999999999997,0.008647,0.06389600000000001,0.910077,0.000391,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3991,1241163600,1.0,0.018386000000000003,0.001912,0.28460599999999997,0.69504,5.600000000000001e-05,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
3994,1241164800,1.0,0.058655,0.008638,0.026572000000000002,0.07991799999999999,0.826217,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
3998,1241162100,1.0,0.009806,1.7e-05,0.973392,0.016761,2.4e-05,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4000,1241161500,1.0,0.00059,9e-06,0.000391,0.000796,0.9982139999999999,17,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
4001,1241164200,1.0,0.033143,0.77796,7.2e-05,0.065721,0.12310399999999999,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4005,1241163600,1.0,0.022323,0.001504,0.003602,0.021223,0.951348,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4006,1241165100,1.0,0.0011949999999999999,1.2e-05,9e-06,1.2e-05,0.9987729999999999,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4009,1241163600,1.0,0.017991,0.001656,0.228377,0.525033,0.22694299999999998,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4010,1241163900,1.0,8e-05,1.4000000000000001e-05,3e-06,3.1e-05,0.999872,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4021,1241165700,1.0,0.0040100000000000005,0.000195,0.000551,0.0060799999999999995,0.9891639999999999,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4022,1241164200,1.0,0.048042,0.089851,0.027951999999999998,0.833833,0.000322,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4023,1241162700,1.0,0.000323,0.0,0.998906,0.0007650000000000001,5e-06,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4029,1241163000,1.0,0.024541,0.005938000000000001,0.0767,0.875606,0.017215,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4039,1241161500,1.0,0.022323,0.001504,0.003602,0.021223,0.951348,26,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
4044,1241162400,1.0,0.0008880000000000002,5e-06,0.0010609999999999999,0.001309,0.9967360000000001,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
4047,1241165400,1.0,0.005954999999999999,0.0005059999999999999,0.00027,0.001495,0.9917739999999999,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4051,1241163900,1.0,0.008607,0.000143,0.092033,0.278839,0.620378,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4065,1241162700,1.0,0.032488,0.000822,0.00496,0.002451,0.9592799999999999,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4066,1241162400,1.0,0.553029,0.045877,0.09412899999999999,0.291508,0.015456999999999999,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
4070,1241163600,1.0,0.000361,1.4000000000000001e-05,2.4e-05,0.000246,0.9993540000000001,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4071,1241163900,1.0,0.028281,0.002801,0.246406,0.721783,0.000729,18,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4072,1241161800,1.0,0.151178,0.05679600000000001,0.10188,0.689821,0.000325,11,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
4073,1241163000,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4079,1241164200,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4086,1241164200,1.0,6.9e-05,2e-06,9e-06,4.3e-05,0.999876,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4102,1241163600,1.0,0.058748,0.002216,0.013311000000000002,0.016268,0.909457,22,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4105,1241165100,1.0,0.09694900000000001,0.022027,0.08857000000000001,0.789449,0.003005,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4108,1241163300,1.0,0.16133699999999998,0.054502999999999996,0.054411,0.72073,0.009019,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4116,1241164200,1.0,0.016969,0.037485000000000004,0.011377,0.933982,0.000188,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4120,1241161200,1.0,0.630989,0.093053,0.054169000000000016,0.208236,0.013553999999999998,16,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4121,1241161200,1.0,0.01514,0.000134,0.00394,0.002771,0.978015,23,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
4130,1241164800,1.0,0.01324,0.015673,0.00536,0.232663,0.733064,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4135,1241163900,1.0,0.196426,0.536253,0.003489,0.259389,0.004443,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4141,1241161200,1.0,0.883033,0.010856999999999999,0.067776,0.033999,0.004335,11,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
4143,1241160900,1.0,0.0034240000000000004,0.009094,2e-05,0.0035549999999999996,0.983907,14,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
4148,1241162400,1.0,0.073948,0.000617,0.790825,0.134156,0.000454,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
4151,1241163300,1.0,0.00059,9e-06,0.000391,0.000796,0.9982139999999999,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4153,1241162400,1.0,0.002942,0.000258,0.001173,0.008565000000000001,0.9870620000000001,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
4159,1241165100,1.0,0.44820699999999997,0.035933,0.319185,0.196596,8e-05,23,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4162,1241163600,1.0,0.155114,0.13572599999999999,0.0033659999999999996,0.12006900000000001,0.585725,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4163,1241163000,1.0,0.02476,3.7e-05,0.12273099999999999,0.026432999999999998,0.826041,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4166,1241164500,1.0,0.022323,0.001504,0.003602,0.021223,0.951348,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4168,1241163900,1.0,0.080262,4.5e-05,0.9068950000000001,0.012058,0.00074,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4170,1241161500,1.0,0.00059,9e-06,0.000391,0.000796,0.9982139999999999,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4171,1241164200,1.0,0.13880599999999998,0.0042060000000000005,0.552812,0.30241599999999996,0.001759,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4175,1241163300,1.0,0.06704,0.176125,0.0048119999999999994,0.751843,0.00018,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4178,1241163900,1.0,0.248977,0.001452,0.6760520000000001,0.072506,0.001013,22,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4183,1241165400,1.0,0.03586,0.0073170000000000015,0.002466,0.034804,0.919552,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4191,1241161500,1.0,0.5523100000000001,0.158117,0.021838,0.260913,0.006822,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4195,1241161500,1.0,0.072675,0.22453499999999998,0.005163,0.696292,0.001334,13,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4196,1241165400,1.0,0.040726,0.21703699999999998,0.000102,0.039612,0.702523,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4201,1241163600,1.0,0.003722,3.7e-05,0.689789,0.306299,0.000153,33,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4209,1241161200,1.0,0.00033,2.5e-05,8.2e-05,0.0008300000000000001,0.998734,16,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4214,1241163600,1.0,0.000152,0.0,0.007393,0.001831,0.990624,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4216,1241162100,1.0,0.000139,1e-06,8.6e-05,3.9e-05,0.999735,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4217,1241161200,1.0,0.012875999999999999,0.000532,0.010426000000000001,0.040097,0.9360700000000001,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4226,1241162400,1.0,0.022323,0.001504,0.003602,0.021223,0.951348,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
4229,1241162400,1.0,0.000661,7.000000000000003e-06,0.003175,0.0037939999999999996,0.9923629999999999,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
4230,1241164500,1.0,0.091142,0.044826,0.108216,0.7555310000000001,0.000286,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4232,1241163900,1.0,5.3e-05,0.0,0.000496,5.2000000000000004e-05,0.9993989999999999,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4235,1241161800,1.0,0.019281,7.099999999999999e-05,0.8165979999999999,0.163448,0.000602,24,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
4236,1241162400,1.0,0.057930999999999996,0.017726,0.11552899999999999,0.808074,0.00074,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
4237,1241162100,1.0,0.003058,0.00023500000000000002,0.0010789999999999999,0.005138,0.99049,23,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
4239,1241163000,1.0,0.15471,0.012037,0.562866,0.270148,0.000239,27,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4241,1241165400,1.0,0.39571100000000003,0.045946,0.08905700000000001,0.46276999999999996,0.006515000000000001,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4245,1241163600,1.0,0.00057,0.0,0.9958540000000001,0.003573,3e-06,33,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4248,1241164200,1.0,0.012242,0.0010550000000000002,0.284576,0.701871,0.000256,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
4254,1241163000,1.0,0.000462,4e-06,0.0007030000000000001,0.0016640000000000001,0.997167,22,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
4256,1241164500,1.0,0.100978,0.035679,0.081795,0.779964,0.001585,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
